,name,rating,reviews,company_type,Head_Quarters,Company_Age
7544,K.R.Pulp & Paper...,3.8,(81 Reviews),Public,Shahjahanpur + 2 more,28 years old
7545,Jivo Wellness,3.7,(81 Reviews),Private,"Delhi/NCR,Delhi + 11 more",15 years old
7546,Finoit Technolog...,4.4,(81 Reviews),Private,"Irving,Texas",13 years old
7547,Lanarsy Infra,2.9,(81 Reviews),Private,Hyderabad + 8 more,20 years old
7548,Oorja Technical ...,3.5,(81 Reviews),Private,Indore + 8 more,19 years old
7549,Delivery.com,4.2,(81 Reviews),Private,New York + 39 more,201-500 Employees (India)
7550,Gj Solutions,3.1,(81 Reviews),Private,Hyderabad + 3 more,13 years old
7551,IFTM University,3.2,(81 Reviews),Private,Moradabad + 8 more,27 years old
7552,Manali Petrochem...,3.7,(81 Reviews),Public,Chennai + 3 more,37 years old
7553,Prateek Group,3.4,(81 Reviews),Private,"Noida,Uttar Pradesh + 1 more",18 years old
7554,Ultratech India,3.9,(81 Reviews),Private,Navi Mumbai + 30 more,31 years old
7555,Star Paper Mills,3.8,(81 Reviews),Public,Kolkata + 3 more,85 years old
7556,MahaOnline,4.6,(81 Reviews),Public,"Mumbai,Maharashtra + 18 more",13 years old
7557,Six Red Marbles,3.7,(81 Reviews),Private,Medford + 3 more,27 years old
7558,Site Engineering,3.9,(81 Reviews),Private,Atlanta + 25 more,38 years old
7559,Gillette,4.5,(81 Reviews),Public,"Rehovot,Rehovot + 14 more",39 years old
7560,O2 Spa,3.1,(81 Reviews),Private,"Hyderabad,Telangana + 14 more",16 years old
7561,Gracenote,4.1,(81 Reviews),Public,"Emeryville,California + 1 more",25 years old
7562,Dembla Valves,2.8,(81 Reviews),Thane + 9 more,38 years old,201-500 Employees (India)
7563,Ascent Hr,3.3,(81 Reviews),Bengaluru + 6 more,21 years old,501-1k Employees (Global)
7564,Edge Telecom,3.8,(81 Reviews),Private,Gurgaon + 10 more,15 years old
7565,Gates Unitta Ind...,4.0,(81 Reviews),Private,Singapore + 9 more,112 years old
7566,Shine,3.3,(81 Reviews),Private,Gurgaon + 15 more,15 years old
7567,IRIS Business Se...,4.4,(81 Reviews),Public,"Navi Mumbai,Maharashtra + 4 more",29 years old
7568,Hotstar,3.5,(81 Reviews),Private,"Mumbai,Maharashtra + 5 more",8 years old
7569,Lot Mobiles,4.0,(81 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",11 years old
7570,Schawk,3.4,(81 Reviews),Private,"Des Plaines,Illinois",70 years old
7571,SoCtronics Techn...,3.4,(81 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",23 years old
7572,Ramani Ice Cream...,4.0,(81 Reviews),Private,Bhopal + 13 more,35 years old
7573,Jaycee Punching ...,3.6,(81 Reviews),Private,Faridabad + 11 more,16 years old
7574,Bondada Engineer...,3.6,(81 Reviews),Private,Hyderabad + 18 more,11 years old
7575,Gadgetwood Eserv...,3.6,(81 Reviews),Private,"Delhi,NCT + 7 more",10 years old
7576,Abhyudaya Co-ope...,3.9,(81 Reviews),Private,Mumbai + 10 more,59 years old
7577,West Bengal Powe...,3.6,(81 Reviews),Public,Kolkata + 5 more,38 years old
7578,Jindal Water Inf...,4.1,(81 Reviews),Public,New Delhi + 15 more,17 years old
7579,MSV Internationa...,4.0,(81 Reviews),Kenmore + 34 more,22 years old,11-50 Employees (India)
7580,PATH India,4.1,(81 Reviews),New Delhi + 20 more,51-200 Employees (India),
7581,Ambica Steels,4.3,(81 Reviews),New Delhi + 6 more,53 years old,1k-5k Employees (India)
7582,ECI Telecom,4.3,(81 Reviews),Private,"Petah Tikva,Petah Tikva + 14 more",62 years old
7583,Basware,4.0,(81 Reviews),Private,Espoo + 1 more,38 years old
7584,String Real Esta...,3.6,(81 Reviews),Tampa + 7 more,19 years old,201-500 Employees (India)
7585,Rotork Controls,3.6,(81 Reviews),Public,Bath + 10 more,66 years old
7586,Way2Online Inter...,3.6,(81 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",17 years old
7587,SNS Group,4.2,(81 Reviews),Private,Riyadh + 7 more,22 years old
7588,MENTORS EDUSERV,4.2,(81 Reviews),Private,"Patna,Bihar",11 years old
7589,Dura-Line,4.5,(81 Reviews),Knoxville + 5 more,52 years old,201-500 Employees (India)
7590,DOCON TECHNOLOGI...,4.0,(81 Reviews),"Bengaluru,karnataka + 16 more",201-500 Employees (India),
7591,Gj Solutions,3.1,(81 Reviews),Private,Hyderabad + 3 more,13 years old
7592,BorgWarner Morse...,3.7,(81 Reviews),Auburn + 3 more,95 years old,201-500 Employees (India)
7593,Hemani Industrie...,3.8,(81 Reviews),Public,Mumbai + 4 more,31 years old
7594,Edge Telecom,3.8,(81 Reviews),Private,Gurgaon + 10 more,15 years old
7595,SoCtronics Techn...,3.4,(81 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",23 years old
7596,Ramani Ice Cream...,4.0,(81 Reviews),Private,Bhopal + 13 more,35 years old
7597,Abhyudaya Co-ope...,3.9,(81 Reviews),Private,Mumbai + 10 more,59 years old
7598,Computer Technol...,4.2,(81 Reviews),Private,Pune + 35 more,30 years old
7599,Jindal Water Inf...,4.1,(81 Reviews),Public,New Delhi + 15 more,17 years old
7600,Sun Mobility,3.8,(81 Reviews),JV,"Bangalore,Karnataka + 3 more",6 years old
7601,Bondada Engineer...,3.6,(81 Reviews),Private,Hyderabad + 18 more,11 years old
7602,Jaycee Punching ...,3.6,(81 Reviews),Private,Faridabad + 11 more,16 years old
7603,Gates Unitta Ind...,4.0,(81 Reviews),Private,Singapore + 9 more,112 years old
7604,Numerator,4.1,(81 Reviews),"Chicago,IL",19 years old,1k-5k Employees (India)
7605,SDNA Global,4.3,(81 Reviews),Private,London + 8 more,13 years old
7606,ATS Homekraft,4.0,(81 Reviews),Private,"Noida,Uttar Pradesh + 3 more",5 years old
7607,Pagarbook,4.1,(81 Reviews),Private,"Bangalore,Karnataka + 17 more",4 years old
7608,PGP Glass,4.2,(81 Reviews),Vadodara + 5 more,1k-5k Employees (India),
7609,Waah Jobs,4.3,(81 Reviews),"Bangalore,Karnataka + 11 more",8 years old,1-10 Employees (India)
7610,UNext,3.0,(81 Reviews),"Bangalore,Karnataka + 5 more",501-1k Employees (India),
7611,Kalindee Rail Ni...,4.1,(80 Reviews),Public,"Delhi/NCR,Delhi + 12 more",39 years old
7612,The New Indian E...,3.8,(80 Reviews),Private,Chennai + 18 more,91 years old
